TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,nombre,nombre_municipio,nombre_estado,carta,ambito,poblacion,masculino,femenino,viviendas
598,1,C,Hogar,96.69,12,0,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
599,1,C,Hogar,114.63,13,6,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
585,1,C,Hogar,112.9,12,0,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,TRAIN,Receptora de Televisa,Guadalupe,Nuevo León,G14C26,R,0,0,0,0
519,1,C,Base,115.03,13,6,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
536,1,C,Hogar,114.87,13,10,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,TRAIN,Receptora de Televisa,Guadalupe,Nuevo León,G14C26,R,0,0,0,0
541,1,C,Hogar,109.97,13,7,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
557,1,C,Hogar,84.08,12,4,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1
559,1,C,Hogar,92.18,13,8,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,TRAIN,El Cerrito,Apodaca,Nuevo León,G14C26,R,0,0,0,0
562,1,C,Hogar,104.62,13,0,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1
564,1,C,Hogar,115.51,13,0,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1
571,1,C,Hogar,112.89,13,0,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta Cien,Apodaca,Nuevo León,G14C26,R,0,0,0,0
332,1,B,Receso,136.0,13,6,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN,San Pablo,Guadalupe,Nuevo León,G14C26,R,7,0,0,1
324,1,C,Hogar,97.0,13,5,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Escobas,Guadalupe,Nuevo León,G14C26,R,5,0,0,1
582,1,C,Hogar,120.33,11,0,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,TRAIN,El Ranchito Número Uno,Guadalupe,Nuevo León,G14C26,R,183,101,82,56
583,1,C,Hogar,113.5,13,0,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,TRAIN,Receptora de Televisa,Guadalupe,Nuevo León,G14C26,R,0,0,0,0
329,1,C,Receso,71.0,13,5,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
575,1,C,Hogar,99.73,13,4,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
326,1,B,Hogar,118.0,12,4,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,TRAIN,Ninguno,Apodaca,Nuevo León,G14C26,R,0,0,0,0
328,1,C,Receso,116.0,10,6,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
327,1,C,Hogar,98.0,10,9,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,TRAIN,Guadalupe,Guadalupe,Nuevo León,G14C26,U,673616,334519,339097,171149
878,2,C,Hogar,111.7,12,10,26.03851,-98.35729,Hogar Reunión,UT_DENSIDAD,TRAIN,Siete Hermanos,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
856,2,C,Receso,0.0,0,0,26.04652,-98.38172,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,Siete Hermanos,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
855,2,B,Base,0.0,0,0,26.04971,-98.31442,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
854,2,C,Hogar,0.0,0,0,26.04082,-98.31979,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
848,2,C,Hogar,0.0,0,0,26.09732,-98.29138,Hogar Reunión,UT_DENSIDAD,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
851,2,C,Hogar,0.0,0,0,26.06185,-98.32044,Clásico,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
853,2,C,Hogar,0.0,0,0,25.97227,-98.29033,Hogar Reunión,UT_DENSIDAD,TRAIN,Chón García,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
798,2,C,Hogar,0.0,0,0,25.99222,-98.09663,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Alfredo Ávila Cavazos,Río Bravo,Tamaulipas,G14B83,R,4,0,0,1
802,2,C,Base,0.0,0,0,25.9898,-98.1002,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Alfredo Ávila Cavazos,Río Bravo,Tamaulipas,G14B83,R,4,0,0,1
803,2,C,Base,0.0,0,0,25.9872,-98.1074,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,Leopoldo Barrera,Río Bravo,Tamaulipas,G14D13,R,2,0,0,1
805,2,C,Hogar,0.0,0,0,26.0835,-98.33,Hogar Reunión,UT_DENSIDAD,TRAIN,La Lechería (Humberto Gutiérrez),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
806,2,B,Base,0.0,0,0,26.069,-98.2719,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
807,2,B,Hogar,0.0,0,0,26.07896,-98.33792,Hogar Reunión,UT_DENSIDAD,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
808,2,C,Base,0.0,0,0,26.02103,-98.27533,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Los Mares (Gregorio Mares),Reynosa,Tamaulipas,G14B83,R,7,5,2,3
809,2,C,Hogar,0.0,0,0,26.03188,-98.34141,Hogar Reunión,UT_DENSIDAD,TRAIN,Palomares (Santa Anita),Reynosa,Tamaulipas,G14B83,R,1,0,0,1
839,2,C,Peatonal,0.0,0,0,26.08506,-98.27164,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
811,2,B,Hogar,0.0,0,0,26.0562,-98.3151,Clásico,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
813,2,C,Hogar,0.0,0,0,25.992,-98.114,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Ninguno,Río Bravo,Tamaulipas,G14D13,R,0,0,0,0
816,2,B,Hogar,0.0,0,0,26.09528,-98.28297,Hogar Reunión,UT_DENSIDAD,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
817,2,C,Receso,0.0,0,0,26.08866,-98.27988,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
819,2,C,Base,0.0,0,0,26.0669,-98.39358,Hogar Reunión,UT_DENSIDAD,TRAIN,La Quinta (La Loma),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
822,2,C,Base,0.0,0,0,25.98347,-98.11129,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Ninguno,Río Bravo,Tamaulipas,G14D13,R,0,0,0,0
835,2,C,Hogar,0.0,0,0,26.01647,-98.25479,Hogar Reunión,UT_DENSIDAD,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
999,2,C,Receso,102.75,11,4,26.02147,-98.28373,Barrio Competido,UT_TRAFICO_PEATONAL,TRAIN,Los Mares (Gregorio Mares),Reynosa,Tamaulipas,G14B83,R,7,5,2,3
988,2,C,Hogar,101.82,12,10,26.03533,-98.29644,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Santa Bárbara [Granja],Reynosa,Tamaulipas,G14B83,R,0,0,0,0
989,2,C,Hogar,101.82,12,10,26.0434,-98.32001,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
991,2,C,Hogar,116.98,13,10,26.01263,-98.24741,Barrio Competido,UT_GAS_URBANA,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
992,2,C,Base,100.41,12,10,26.10101,-98.31804,Hogar Reunión,UT_GAS_URBANA,TRAIN,Pedro Sepúlveda,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
993,2,B,Hogar,113.73,12,10,26.06883,-98.3598,Hogar Reunión,UT_DENSIDAD,TRAIN,Santa Ana,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
994,2,C,Hogar,113.73,12,7,26.08696,-98.33805,Hogar Reunión,UT_DENSIDAD,TRAIN,La Lechería (Humberto Gutiérrez),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
995,2,C,Base,106.6,12,10,26.03482,-98.40996,Hogar Reunión,UT_GAS_URBANA,TRAIN,San José de los Garza,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
996,2,C,Hogar,107.85,12,7,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,TRAIN,La Retama,Reynosa,Tamaulipas,G14D13,R,375,189,186,84
997,2,C,Hogar,101.82,12,11,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,TRAIN,La Retama,Reynosa,Tamaulipas,G14D13,R,375,189,186,84
998,2,AB,Hogar,107.85,12,12,26.07585,-98.26928,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
987,2,C,Hogar,110.0,10,12,26.06031,-98.32753,Hogar Reunión,UT_DENSIDAD,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1001,2,C,Hogar,101.82,12,10,26.01288,-98.26235,Hogar Reunión,UT_DENSIDAD,TRAIN,La Retama,Reynosa,Tamaulipas,G14D13,R,375,189,186,84
1002,2,C,Hogar,116.9,10,11,26.0228,-98.28886,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Mares (Gregorio Mares),Reynosa,Tamaulipas,G14B83,R,7,5,2,3
1003,2,C,Hogar,112.0,12,8,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,TRAIN,Santa Julia [Granja Avícola],Reynosa,Tamaulipas,G14D13,R,0,0,0,0
1004,2,C,Hogar,93.52,12,9,26.09947,-98.32143,Hogar Reunión,UT_DENSIDAD,TRAIN,Pedro Sepúlveda,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1005,2,C,Hogar,98.2,12,5,26.06356,-98.31124,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1006,2,C,Hogar,116.9,13,14,26.02128,-98.25349,Hogar Reunión,UT_DENSIDAD,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
1007,2,C,Hogar,114.41,12,10,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,TRAIN,Rogelio Salas Vaquera,Reynosa,Tamaulipas,G14D13,R,1,0,0,1
1008,2,C,Hogar,98.8,12,10,26.08637,-98.32248,Hogar Reunión,UT_DENSIDAD,TRAIN,La Lechería (Humberto Gutiérrez),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1009,2,C,Hogar,103.4,12,5,26.0701,-98.30796,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
976,2,C,Hogar,113.0,10,10,26.0948,-98.30479,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
965,2,B,Hogar,98.0,10,10,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,TRAIN,Leopoldo Barrera,Río Bravo,Tamaulipas,G14D13,R,2,0,0,1
966,2,C,Hogar,112.0,10,10,26.02126,-98.27927,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Mares (Gregorio Mares),Reynosa,Tamaulipas,G14B83,R,7,5,2,3
967,2,C,Hogar,129.0,10,12,26.00751,-98.24571,Hogar Reunión,UT_DENSIDAD,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
968,2,B,Hogar,129.0,9,6,26.02023,-98.22689,Parada Técnica,UT_GAS_URBANA,TRAIN,La Fortuna,Reynosa,Tamaulipas,G14B83,R,3,0,0,1
969,2,C,Receso,125.0,10,13,26.07305,-98.2914,Clásico,UT_DENSIDAD,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
971,2,C,Hogar,123.0,11,12,26.0366,-98.34031,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta la Anacua,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
972,2,C,Receso,121.0,10,10,26.07018,-98.30235,Hogar Reunión,UT_GAS_URBANA,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
973,2,C,Base,122.0,10,10,26.04916,-98.38596,Parada Técnica,UT_GAS_URBANA,TRAIN,Las Palmas,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
974,2,C,Hogar,113.0,11,12,26.04235,-98.37229,Hogar Reunión,UT_DENSIDAD,TRAIN,Siete Hermanos,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
975,2,C,Hogar,129.0,10,12,26.0282,-98.28279,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Mares (Gregorio Mares),Reynosa,Tamaulipas,G14B83,R,7,5,2,3
1011,2,C,Hogar,112.0,12,11,26.08553,-98.33515,Hogar Reunión,UT_GAS_URBANA,TRAIN,La Lechería (Humberto Gutiérrez),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
977,2,C,Receso,125.0,10,12,26.03871,-98.28171,Parada Técnica,UT_GAS_URBANA,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
978,2,BC,Receso,102.98,11,9,26.08548,-98.29332,Parada Técnica,UT_GAS_URBANA,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
979,2,BC,Hogar,115.67,12,10,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,TRAIN,Ciudad Río Bravo,Río Bravo,Tamaulipas,G14D13,U,95647,47631,48016,25373
981,2,C,Hogar,121.0,10,10,26.05409,-98.35069,Hogar Reunión,UT_DENSIDAD,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
982,2,B,Hogar,100.0,10,6,26.06513,-98.31539,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
983,2,C,Hogar,117.0,11,12,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,TRAIN,La Retama,Reynosa,Tamaulipas,G14D13,R,375,189,186,84
984,2,C,Hogar,116.0,10,8,26.06213,-98.33027,Hogar Reunión,UT_GAS_URBANA,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
985,2,C,Hogar,129.0,11,10,26.02486,-98.24565,Parada Técnica,UT_DENSIDAD,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
986,2,C,Hogar,101.82,12,10,26.01805,-98.26513,Hogar Reunión,UT_DENSIDAD,TRAIN,La Retama,Reynosa,Tamaulipas,G14D13,R,375,189,186,84
1046,2,C,Hogar,0.0,0,0,26.09036,-98.28066,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
1035,2,C,Hogar,123.69,0,11,26.01175,-98.28564,Hogar Reunión,UT_DENSIDAD,TRAIN,El Socorro,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1036,2,C,Hogar,119.65,0,8,26.09085,-98.324,Hogar Reunión,UT_DENSIDAD,TRAIN,La Lechería (Humberto Gutiérrez),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1037,2,C,Hogar,121.67,0,11,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,TRAIN,La Candelaria [Granja],Reynosa,Tamaulipas,G14D13,R,6,0,0,1
1038,2,C,Hogar,132.73,0,11,26.05081,-98.40391,Barrio Competido,UT_DENSIDAD,TRAIN,La Carmelita [Granja],Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1039,2,BC,Hogar,114.3,0,7,26.05491,-98.31887,Hogar Reunión,UT_GAS_URBANA,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1041,2,B,Hogar,0.0,0,0,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,TRAIN,Ciudad Río Bravo,Río Bravo,Tamaulipas,G14D13,U,95647,47631,48016,25373
1042,2,C,Hogar,0.0,0,0,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Blandino Mendoza,Río Bravo,Tamaulipas,G14D13,R,3,0,0,1
1043,2,C,Hogar,0.0,0,0,26.05884,-98.34364,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1044,2,C,Base,0.0,0,0,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,TRAIN,Ninguno,Río Bravo,Tamaulipas,G14D13,R,0,0,0,0
1045,2,C,Hogar,0.0,0,0,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,TRAIN,Juan Tueme Talamantes,Río Bravo,Tamaulipas,G14D13,R,0,0,0,0
1034,2,B,Hogar,132.73,0,12,26.0852,-98.37643,Hogar Reunión,UT_DENSIDAD,TRAIN,El Gastadero,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1047,2,C,Hogar,0.0,0,0,26.07928,-98.29009,Clásico,UT_DENSIDAD,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
1048,2,C,Hogar,0.0,0,0,26.03145,-98.38466,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,Siete Hermanos,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1049,2,C,Hogar,0.0,0,0,26.00607,-98.12218,Hogar Reunión,UT_DENSIDAD,TRAIN,Primero de Mayo (José Gabriel Hernández),Río Bravo,Tamaulipas,G14B83,R,0,0,0,0
1051,2,C,Hogar,0.0,0,0,26.03374,-98.29404,Hogar Reunión,UT_DENSIDAD,TRAIN,Santa Bárbara [Granja],Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1052,2,B,Base,0.0,0,0,26.06517,-98.3448,Parada Técnica,UT_DENSIDAD,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1053,2,C,Hogar,0.0,0,0,26.04132,-98.29259,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1054,2,C,Hogar,0.0,0,0,26.09605,-98.29327,Hogar Reunión,UT_DENSIDAD,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
1055,2,C,Hogar,0.0,0,0,26.01132,-98.3814,Hogar Reunión,UT_DENSIDAD,TRAIN,Horacio de Coss,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1056,2,C,Hogar,0.0,0,0,26.03571,-98.342,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta la Anacua,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1023,2,B,Hogar,121.67,0,10,26.05529,-98.28269,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1012,2,C,Hogar,105.2,12,8,26.00514,-98.25797,Hogar Reunión,UT_GAS_URBANA,TRAIN,La Retama,Reynosa,Tamaulipas,G14D13,R,375,189,186,84
1013,2,C,Hogar,111.04,12,7,26.05979,-98.41287,Hogar Reunión,UT_DENSIDAD,TRAIN,La Quinta (La Loma),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1014,2,C,Hogar,98.8,12,10,26.02676,-98.27125,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Mares (Gregorio Mares),Reynosa,Tamaulipas,G14B83,R,7,5,2,3
1015,2,C,Hogar,116.26,13,12,26.02408,-98.39976,Hogar Reunión,UT_DENSIDAD,TRAIN,Alfredo Cantú,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1016,2,C,Hogar,116.9,13,13,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,TRAIN,La Hacienda,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
1017,2,BC,Hogar,116.9,13,11,26.04827,-98.31403,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1018,2,C,Hogar,112.0,12,10,26.08398,-98.30804,Hogar Reunión,UT_DENSIDAD,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
1019,2,C,Hogar,122.8,0,11,26.03387,-98.39449,Hogar Reunión,UT_DENSIDAD,TRAIN,Bertha de Gama,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1021,2,C,Hogar,0.0,0,0,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,TRAIN,Granja Reyna,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
1022,2,C,Hogar,112.0,0,10,26.07911,-98.32554,Hogar Reunión,UT_DENSIDAD,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
964,2,C,Base,96.0,10,10,26.00345,-98.24709,Barrio Competido,UT_GAS_URBANA,TRAIN,Santa Julia [Granja Avícola],Reynosa,Tamaulipas,G14D13,R,0,0,0,0
1024,2,B,Hogar,121.61,0,9,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
1025,2,B,Hogar,112.0,0,10,26.04769,-98.40773,Hogar Reunión,UT_DENSIDAD,TRAIN,El Pinto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1026,2,C,Hogar,115.1,0,10,26.03266,-98.35633,Hogar Reunión,UT_DENSIDAD,TRAIN,Siete Hermanos,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1027,2,C,Hogar,112.25,0,11,26.05567,-98.32805,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta la Anacua,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1028,2,C,Hogar,117.5,0,15,26.06235,-98.37929,Hogar Reunión,UT_DENSIDAD,TRAIN,Las Palmas,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
1029,2,C,Hogar,104.95,0,10,26.03387,-98.25722,Hogar Reunión,UT_DENSIDAD,TRAIN,Arnoldo García Olivares,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
1031,2,B,Hogar,111.93,0,10,26.40193,-99.03187,Hogar Reunión,UT_DENSIDAD,TRAIN,Ciudad Miguel Alemán,Miguel Alemán,Tamaulipas,G14A79,U,19997,9934,10063,5718
1032,2,C,Hogar,112.0,0,11,26.0948,-98.2772,Hogar Reunión,UT_DENSIDAD,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
1033,2,C,Hogar,134.13,0,12,26.02971,-98.28762,Hogar Reunión,UT_DENSIDAD,TRAIN,Los Mares (Gregorio Mares),Reynosa,Tamaulipas,G14B83,R,7,5,2,3
906,2,CD,Hogar,80.4,8,5,26.08238,-98.32488,Hogar Reunión,UT_DENSIDAD,TRAIN,La Lechería (Humberto Gutiérrez),Reynosa,Tamaulipas,G14B82,R,0,0,0,0
895,2,C,Hogar,127.87,10,10,26.07196,-98.3496,Hogar Reunión,UT_DENSIDAD,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
896,2,CD,Hogar,88.38,12,10,26.03921,-98.351,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta la Anacua,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
897,2,C,Hogar,127.0,10,11,26.05115,-98.34874,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta la Anacua,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
898,2,C,Hogar,94.0,8,7,26.05933,-98.30631,Hogar Reunión,UT_GAS_URBANA,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
899,2,BC,Receso,98.95,12,12,26.07745,-98.28304,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,Reynosa,Reynosa,Tamaulipas,G14B83,U,589466,293880,295586,164916
901,2,C,Hogar,96.74,10,10,26.05283,-98.29934,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
902,2,CD,Hogar,105.0,10,8,26.06042,-98.31307,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
903,2,C,Receso,96.4,9,10,26.06081,-98.29796,Parada Técnica,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
904,2,C,Hogar,102.4,9,7,26.18754,-98.46751,Parada Técnica,UT_CARRETERA_GAS,TRAIN,Argüelles,Reynosa,Tamaulipas,G14B82,R,504,248,256,145
905,2,CD,Hogar,96.4,10,7,26.02988,-98.23728,Hogar Reunión,UT_DENSIDAD,TRAIN,Corrales,Reynosa,Tamaulipas,G14B83,R,40,21,19,13
894,2,C,Hogar,95.08,10,6,26.06298,-98.33505,Hogar Reunión,UT_DENSIDAD,TRAIN,Valle Alto,Reynosa,Tamaulipas,G14B82,R,0,0,0,0
907,2,C,Hogar,104.2,10,10,26.05555,-98.34134,Hogar Reunión,UT_DENSIDAD,TRAIN,Quinta la Anacua,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
908,2,CD,Hogar,105.1,10,13,26.04733,-98.29975,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
909,2,C,Hogar,95.0,7,6,26.05964,-98.30874,Hogar Reunión,UT_DENSIDAD,TRAIN,ALCOM,Reynosa,Tamaulipas,G14B83,R,0,0,0,0
911,2,CD,Hogar,123.4,10,5,26.01801,-98.24324,Hogar Reunión,UT_DENSIDAD,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
912,2,C,Hogar,108.0,10,8,26.0085,-98.24256,Hogar Reunión,UT_DENSIDAD,TRAIN,Juárez,Reynosa,Tamaulipas,G14D13,R,0,0,0,0
